"id","title","description","category","organization","location","time_commitment","starts_at","ends_at","latitude","longitude","is_active","tags","image_url","source_url","created_at","updated_at"
"322","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Lyon","Ponctuel","","","45.749575","4.843578","false","impact, réseau, débutant","","","2025-10-05T17:01:43Z","2025-10-05T17:01:43Z"
"323","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Secours Populaire","Rennes","1–2 h","","","48.103983","-1.665461","false","réseau, convivial, accueil","","","2025-10-05T17:01:43Z","2025-10-10T06:43:45Z"
"324","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Bibliothèque Solidaire","Rennes","Ponctuel","","","48.13093","-1.704539","false","débutant, réseau, convivial","","","2025-10-05T17:01:43Z","2025-10-10T06:42:49Z"
"325","Aide alimentaire - distribution","💡 Aide alimentaire - distribution. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Makesense","Paris","Mensuel","","","48.862964","2.335559","false","impact, accueil, réseau","","","2025-10-05T18:40:43Z","2025-10-27T18:57:27Z"
"326","Tri de dons","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Tri de dons** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Makesense","Paris","Samedi 9:30–12:30","","","48.852886","2.335017","false","convivial, impact, accueil","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:40:43Z","2025-10-29T08:05:21Z"
"327","Maraude du soir","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Maraude du soir** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Le Wagon","Paris","Ponctuel (2–3 h)","","","48.874775","2.368375","false","accueil, débutant, impact","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:40:43Z","2025-10-28T08:08:44Z"
"328","Jardin partagé - coup de main","💡 Jardin partagé - coup de main. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Simplon","Paris","Ponctuel","","","48.842349","2.372509","false","accueil, convivial, réseau","","","2025-10-05T18:40:43Z","2025-10-19T19:15:09Z"
"329","Accompagnement numérique","💡 Accompagnement numérique. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Makesense","Paris","Ponctuel","","","48.863021","2.356325","false","débutant, accueil, réseau","","","2025-10-05T18:40:43Z","2025-10-21T05:19:36Z"
"330","Aide alimentaire - distribution","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Aide alimentaire - distribution** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Pôle Asso","Paris","Samedi 9:30–12:30","","","48.853498","2.338448","false","accueil, convivial, réseau","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:40:43Z","2025-10-29T09:49:02Z"
"331","Starter Design Thinking","💡 Starter Design Thinking. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Makesense","Paris","Mensuel","","","48.877017","2.321689","false","convivial, débutant, accueil","","","2025-10-05T18:40:43Z","2025-10-27T18:57:28Z"
"332","Formation premiers secours","💡 Formation premiers secours. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Emmaüs","Paris","2–4 h","","","48.86219","2.346936","false","accueil, convivial, débutant","","","2025-10-05T18:40:43Z","2025-10-14T19:58:57Z"
"333","Cercle de lecture engagé","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Cercle de lecture engagé** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Cycle **novembre–décembre 2025**, horaires communiqués après inscription

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Pôle Asso","Paris","Jeudi 14:00–17:00","","","48.865486","2.324757","false","réseau, débutant, convivial","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:40:43Z","2025-10-28T08:08:44Z"
"334","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Secours Populaire","Paris","Ponctuel","","","48.861289","2.349619","false","réseau, convivial, débutant","","","2025-10-05T18:40:43Z","2025-10-23T08:09:11Z"
"335","Club entrepreneurs à impact","💡 Club entrepreneurs à impact. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Latitudes","Paris","Ponctuel","","","48.851948","2.331638","false","convivial, débutant, réseau","","","2025-10-05T18:40:43Z","2025-10-14T19:58:57Z"
"336","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Lyon","2–4 h","","","45.756162","4.810543","false","impact, débutant, convivial","","","2025-10-05T18:40:43Z","2025-10-19T14:24:56Z"
"337","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Lyon","2–4 h","","","45.763157","4.82505","false","réseau, convivial, accueil","","","2025-10-05T18:40:43Z","2025-10-13T06:35:55Z"
"338","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Rennes","1–2 h","","","48.117676","-1.649076","false","accueil, impact, convivial","","","2025-10-05T18:40:43Z","2025-10-05T18:55:44Z"
"339","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Rennes","Ponctuel","","","48.098909","-1.708424","false","débutant, convivial, impact","","","2025-10-05T18:40:43Z","2025-10-13T06:16:28Z"
"340","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Collectif Zéro Déchet","Lille","Mensuel","","","50.635793","3.080806","false","débutant, accueil, convivial","","","2025-10-05T18:40:43Z","2025-10-19T13:19:00Z"
"341","Accompagnement numérique","💡 Accompagnement numérique. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Restos du Cœur","Paris","Hebdomadaire","","","48.857605","2.337439","false","débutant, accueil, impact","","","2025-10-05T18:55:44Z","2025-10-23T08:09:11Z"
"342","Accueil évènement","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Accueil évènement** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","MJC Locale","Paris","Ponctuel (2–3 h)","","","48.857297","2.333414","false","accueil, impact, débutant","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:55:44Z","2025-10-28T08:08:44Z"
"343","Repair Café - accueil","💡 Repair Café - accueil. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Pôle Asso","Paris","Ponctuel","","","48.877207","2.328186","false","impact, accueil, réseau","","","2025-10-05T18:55:44Z","2025-10-21T07:55:23Z"
"344","Tri de dons","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Tri de dons** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Fab City","Paris","Ponctuel (2–3 h)","","","48.866638","2.32369","false","convivial, débutant, impact","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:55:44Z","2025-10-29T08:05:21Z"
"345","Aide alimentaire - distribution","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Aide alimentaire - distribution** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Latitudes","Paris","Samedi 9:30–12:30","","","48.878413","2.319493","false","réseau, débutant, convivial","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:55:44Z","2025-10-28T08:08:44Z"
"346","Frigo solidaire - réassort","💡 Frigo solidaire - réassort. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Bibliothèque Solidaire","Paris","Mensuel","","","48.874028","2.370543","false","impact, accueil, convivial","","","2025-10-05T18:55:44Z","2025-10-19T14:24:56Z"
"347","Atelier pitch de projet","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Atelier pitch de projet** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Prochaine session : **jeudi 13 novembre 2025, 14:00–17:00**

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Collectif Zéro Déchet","Paris","Mardi 18:30–20:00","","","48.852809","2.380603","false","réseau, accueil, débutant","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:55:44Z","2025-10-29T08:27:44Z"
"348","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Collectif Zéro Déchet","Paris","2–4 h","","","48.848853","2.381516","false","accueil, réseau, convivial","","","2025-10-05T18:55:44Z","2025-10-13T06:16:28Z"
"349","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Paris","Ponctuel","","","48.873733","2.341235","false","accueil, impact, débutant","","","2025-10-05T18:55:44Z","2025-10-19T19:15:09Z"
"350","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Latitudes","Paris","Mensuel","","","48.87382","2.346307","false","convivial, impact, débutant","","","2025-10-05T18:55:44Z","2025-10-05T18:55:44Z"
"351","Office hours juridique","![Illustration](https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Office hours juridique** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Cycle **novembre–décembre 2025**, horaires communiqués après inscription

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","entreprendre","Fab City","Paris","Samedi 9:30–12:30","","","48.870811","2.365653","false","convivial, impact, réseau","https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:55:44Z","2025-10-28T08:08:44Z"
"352","Permanence pro bono (stratégie)","![Illustration](https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Permanence pro bono (stratégie)** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Un **samedi par mois**, 9:30–12:30 (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","entreprendre","Makesense","Paris","Mensuel (soirée)","","","48.87369","2.342149","false","réseau, débutant, accueil","https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop","","2025-10-05T18:55:44Z","2025-10-29T08:27:44Z"
"353","Permanence pro bono (stratégie)","💡 Permanence pro bono (stratégie). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Pôle Asso","Paris","Hebdomadaire","","","48.868868","2.372622","false","convivial, accueil, impact","","","2025-10-05T18:55:44Z","2025-10-14T06:25:14Z"
"354","Atelier finance d'amorçage","💡 Atelier finance d'amorçage. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Simplon","Paris","2–4 h","","","48.843716","2.35056","false","impact, réseau, débutant","","","2025-10-05T18:55:44Z","2025-10-21T07:46:51Z"
"355","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Lyon","Mensuel","","","45.746957","4.831753","false","accueil, convivial, impact","","","2025-10-05T18:55:44Z","2025-10-05T18:55:44Z"
"356","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Lille","Hebdomadaire","","","50.624925","3.065171","false","impact, débutant, réseau","","","2025-10-05T18:55:44Z","2025-10-05T18:55:44Z"
"357","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Lille","Mensuel","","","50.645073","3.070855","false","débutant, convivial, réseau","","","2025-10-05T18:55:44Z","2025-10-13T16:52:02Z"
"358","Repair Café - accueil","💡 Repair Café - accueil. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Fab City","Paris","2–4 h","","","48.865065","2.342944","false","accueil, réseau, convivial","","","2025-10-06T06:46:09Z","2025-10-21T07:55:23Z"
"359","Maraude du soir","💡 Maraude du soir. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Bibliothèque Solidaire","Paris","Hebdomadaire","","","48.838317","2.361028","false","débutant, accueil, réseau","","","2025-10-06T06:46:09Z","2025-10-27T18:57:27Z"
"360","Repair Café - accueil","💡 Repair Café - accueil. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Makesense","Paris","1–2 h","","","48.87039","2.365074","false","réseau, débutant, impact","","","2025-10-06T06:46:09Z","2025-10-19T18:28:39Z"
"361","Accompagnement numérique","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Accompagnement numérique** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Secours Populaire","Paris","Mardi 18:30–20:00","","","48.856281","2.319993","false","impact, réseau, débutant","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-06T06:46:09Z","2025-10-28T08:08:44Z"
"362","Aide alimentaire - distribution","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Aide alimentaire - distribution** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Un **samedi par mois**, 9:30–12:30 (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Collectif Zéro Déchet","Paris","Samedi 9:30–12:30","","","48.870445","2.341104","false","réseau, débutant, convivial","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-06T06:46:09Z","2025-10-29T08:27:44Z"
"363","Collecte solidaire","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Collecte solidaire** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Pôle Asso","Paris","Mardi 18:30–20:00","","","48.857638","2.345495","false","réseau, convivial, accueil","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-06T06:46:09Z","2025-10-29T08:27:43Z"
"364","Repair Café - accueil","💡 Repair Café - accueil. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Restos du Cœur","Paris","Ponctuel","","","48.858765","2.371622","false","accueil, impact, débutant","","","2025-10-06T06:46:09Z","2025-10-13T05:54:34Z"
"365","Starter Design Thinking","💡 Starter Design Thinking. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Fab City","Paris","1–2 h","","","48.858918","2.352747","false","impact, débutant, accueil","","","2025-10-06T06:46:09Z","2025-10-27T18:57:28Z"
"366","Atelier CV & LinkedIn","💡 Atelier CV & LinkedIn. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Pôle Asso","Paris","2–4 h","","","48.839179","2.37213","false","accueil, réseau, convivial","","","2025-10-06T06:46:09Z","2025-10-21T06:39:15Z"
"367","Formation outils collaboratifs","💡 Formation outils collaboratifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Réseau Entourage","Paris","2–4 h","","","48.836793","2.319156","false","accueil, débutant, réseau","","","2025-10-06T06:46:09Z","2025-10-21T07:55:23Z"
"368","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Bibliothèque Solidaire","Paris","2–4 h","","","48.872883","2.341034","false","convivial, débutant, réseau","","","2025-10-06T06:46:09Z","2025-10-21T05:19:36Z"
"369","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Paris","Ponctuel","","","48.844545","2.336079","false","débutant, impact, convivial","","","2025-10-06T06:46:09Z","2025-10-23T08:09:11Z"
"370","Visite tiers-lieu","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Visite tiers-lieu** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Tiers-Lieu Citoyen","Paris","Samedi 9:30–12:30","","","48.87787","2.329242","false","accueil, impact, convivial","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-06T06:46:09Z","2025-10-29T08:27:44Z"
"371","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Paris","1–2 h","","","48.852607","2.341398","false","convivial, accueil, débutant","","","2025-10-06T06:46:09Z","2025-10-21T06:39:15Z"
"372","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Paris","Ponctuel","","","48.866441","2.385588","false","débutant, impact, convivial","","","2025-10-06T06:46:09Z","2025-10-19T18:28:39Z"
"373","Office hours juridique","💡 Office hours juridique. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Restos du Cœur","Paris","Hebdomadaire","","","48.845857","2.334233","false","réseau, débutant, impact","","","2025-10-06T06:46:09Z","2025-10-19T19:27:05Z"
"374","Office hours juridique","💡 Office hours juridique. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Bibliothèque Solidaire","Paris","Hebdomadaire","","","48.859365","2.335891","false","accueil, convivial, débutant","","","2025-10-06T06:46:09Z","2025-10-13T05:57:29Z"
"375","Mentorat entrepreneur·e","💡 Mentorat entrepreneur·e. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Simplon","Paris","1–2 h","","","48.845341","2.359385","false","accueil, impact, convivial","","","2025-10-06T06:46:09Z","2025-10-11T18:42:35Z"
"376","Mentorat entrepreneur·e","💡 Mentorat entrepreneur·e. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Tiers-Lieu Citoyen","Paris","Ponctuel","","","48.864034","2.332993","false","accueil, débutant, convivial","","","2025-10-06T06:46:09Z","2025-10-14T06:25:14Z"
"377","Mentorat entrepreneur·e","💡 Mentorat entrepreneur·e. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","MJC Locale","Paris","Ponctuel","","","48.865203","2.347002","false","impact, débutant, accueil","","","2025-10-06T06:46:09Z","2025-10-06T06:46:09Z"
"378","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Lyon","Hebdomadaire","","","45.778433","4.866202","false","convivial, impact, accueil","","","2025-10-06T06:46:10Z","2025-10-19T18:28:40Z"
"379","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Rennes","Mensuel","","","48.132779","-1.679065","false","impact, réseau, accueil","","","2025-10-06T06:46:10Z","2025-10-27T18:57:28Z"
"380","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Collectif Zéro Déchet","Lille","Mensuel","","","50.625521","3.076623","false","réseau, débutant, accueil","","","2025-10-06T06:46:10Z","2025-10-06T06:46:10Z"
"381","Aide alimentaire - distribution","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Aide alimentaire - distribution** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Bibliothèque Solidaire","Paris","Jeudi 14:00–17:00","","","48.864023","2.365769","false","réseau, convivial, débutant","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:37:48Z","2025-10-28T08:08:44Z"
"382","Jardin partagé - coup de main","💡 Jardin partagé - coup de main. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","MJC Locale","Paris","Mensuel","","","48.858902","2.324068","false","accueil, réseau, convivial","","","2025-10-10T06:37:48Z","2025-10-19T14:24:56Z"
"383","Aide alimentaire - distribution","💡 Aide alimentaire - distribution. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Emmaüs","Paris","1–2 h","","","48.86276","2.354669","false","convivial, réseau, impact","","","2025-10-10T06:37:48Z","2025-10-10T06:37:48Z"
"384","Découverte du code (initiation)","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Découverte du code (initiation)** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Latitudes","Paris","Mardi 18:30–20:00","","","48.838372","2.340815","false","convivial, impact, accueil","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:37:49Z","2025-10-29T09:49:02Z"
"385","Découverte du code (initiation)","💡 Découverte du code (initiation). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Makesense","Paris","1–2 h","","","48.844732","2.385361","false","débutant, accueil, réseau","","","2025-10-10T06:37:49Z","2025-10-11T18:04:28Z"
"386","Starter Design Thinking","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Starter Design Thinking** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Un **samedi par mois**, 9:30–12:30 (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Emmaüs","Paris","Jeudi 14:00–17:00","","","48.874157","2.335437","false","réseau, impact, accueil","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:37:49Z","2025-10-28T08:08:44Z"
"387","Formation outils collaboratifs","💡 Formation outils collaboratifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Fab City","Paris","Hebdomadaire","","","48.869953","2.365123","false","réseau, débutant, accueil","","","2025-10-10T06:37:49Z","2025-10-23T08:09:11Z"
"388","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Collectif Zéro Déchet","Paris","Ponctuel","","","48.853119","2.366454","false","accueil, débutant, réseau","","","2025-10-10T06:37:49Z","2025-10-19T19:15:09Z"
